FID,ECB,Y,Ylog,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15
342,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0
343,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
344,0,0,0,6,5,0,0,5,0,0,0,0,0,4,0,1,5,0
345,0,0,0,9,16,0,0,9,1,2,2,1,1,9,0,7,10,0
346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,0,0,0,1,2,0,0,1,0,1,0,0,0,1,1,2,1,0
355,0,0,0,19,71,0,0,26,2,3,2,4,26,14,13,8,0,6
356,0,0,0,9,42,0,0,14,4,1,0,1,15,18,4,6,0,4
357,0,0,0,15,82,0,0,14,2,4,0,3,10,14,3,13,1,9
358,0,0,0,1,8,0,0,1,0,2,0,0,8,2,6,1,0,0
359,0,0,0,40,36,1,1,31,2,3,1,0,38,48,4,6,0,3
360,0,0,0,23,51,0,1,24,2,1,1,0,28,20,8,4,0,5
361,0,0,0,19,23,0,0,24,3,1,0,1,8,21,22,12,0,1
363,0,0,0,31,30,0,3,33,6,0,0,0,42,28,16,8,0,4
364,0,0,0,13,68,0,4,16,1,8,0,2,7,11,39,7,3,0
365,0,0,0,38,48,0,4,32,0,2,0,1,4,16,57,11,0,2
366,0,0,0,16,53,0,0,12,1,1,0,0,0,17,16,0,0,2
367,0,0,0,12,21,0,0,11,0,0,0,1,0,7,1,20,0,1
368,0,0,0,6,18,0,1,5,0,0,0,1,3,4,6,4,8,0
369,0,0,0,0,28,0,0,3,1,1,0,0,3,5,2,8,4,0
370,0,0,0,5,11,0,2,3,0,0,0,1,5,5,5,9,9,1
371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,0,0,0,1,11,0,0,5,0,0,0,0,1,1,1,0,1,0
376,0,0,0,4,22,0,0,4,0,0,0,1,2,8,6,10,0,0
377,0,0,0,5,18,0,1,12,3,2,0,0,0,8,2,18,5,0
378,0,0,0,21,21,0,0,21,2,1,1,1,3,19,10,5,5,1
379,0,0,0,11,25,0,3,17,1,0,0,0,11,43,7,19,7,0
380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,0,0,0,33,120,0,0,31,12,9,2,5,32,47,8,28,0,7
382,0,0,0,29,64,0,1,21,7,0,0,4,60,39,5,7,0,11
383,0,0,0,5,1,1,0,4,0,2,0,0,0,0,0,2,0,0
384,0,0,0,21,67,0,2,23,4,2,2,1,35,22,5,6,2,1
385,0,0,0,35,57,0,2,33,4,1,0,0,21,24,19,9,0,5
386,0,0,0,17,46,0,0,19,5,1,0,2,27,25,17,16,0,6
388,0,0,0,15,60,0,2,13,6,1,0,1,12,36,10,8,0,4
390,0,0,0,60,54,0,6,38,2,4,1,2,9,71,10,6,0,2
392,0,0,0,13,67,0,0,12,1,0,0,1,8,22,16,12,0,1
394,0,0,0,21,40,0,2,17,1,0,1,1,8,17,7,33,2,3
395,0,0,0,8,15,0,2,11,2,0,0,1,5,3,3,9,1,0
396,0,0,0,3,11,0,0,1,1,0,0,0,5,4,1,17,1,0
397,0,0,0,13,32,0,1,11,0,1,0,2,5,10,7,19,8,0
398,0,0,0,9,22,0,0,11,0,0,0,0,6,8,7,6,5,0
399,0,0,0,4,5,0,1,1,2,0,0,1,2,2,3,7,7,0
401,0,0,0,16,21,0,0,12,0,0,4,4,0,9,12,15,3,2
402,0,0,0,9,13,0,1,16,1,0,0,0,3,23,13,22,9,0
403,0,0,0,7,29,0,0,13,0,0,0,1,5,13,10,16,11,1
404,0,0,0,7,20,0,0,6,5,3,0,0,2,28,10,11,1,0
405,0,0,0,12,24,0,0,7,7,0,0,1,9,25,18,27,14,0
407,0,0,0,16,54,0,0,18,1,2,0,11,10,18,9,5,1,12
411,0,0,0,38,60,0,5,25,9,2,1,5,55,40,4,7,0,20
412,0,0,0,62,56,0,2,52,7,0,0,9,41,78,14,11,0,4
413,0,0,0,38,66,0,0,35,9,8,0,0,36,36,16,20,0,5
414,0,0,0,42,42,1,1,39,5,0,1,5,26,38,47,13,0,6
415,0,0,0,28,66,0,5,23,4,1,1,1,38,29,10,14,0,6
416,0,0,0,44,70,0,4,34,9,0,1,2,29,32,16,14,0,4
418,0,0,0,51,28,0,9,35,2,1,3,0,16,115,28,46,0,1
419,0,0,0,31,27,0,0,30,4,1,0,3,23,78,22,6,0,2
421,0,0,0,15,11,1,1,20,2,1,0,1,13,9,12,33,10,0
422,0,0,0,19,28,1,6,11,4,2,1,0,13,19,14,23,9,1
423,0,0,0,7,19,0,0,7,2,0,0,0,0,6,1,4,2,0
424,0,0,0,22,38,0,0,27,4,0,0,2,19,15,20,40,17,1
425,0,0,0,34,52,0,1,19,2,0,1,1,45,23,24,38,17,11
426,0,0,0,37,24,0,7,17,1,2,0,2,5,32,10,23,6,0
427,0,0,0,12,22,0,0,16,0,2,0,1,4,4,9,17,8,0
428,0,0,0,6,24,0,0,15,1,4,0,0,7,3,9,16,7,0
429,0,0,0,14,19,0,1,20,0,4,0,0,6,7,13,23,4,0
430,0,0,0,17,18,0,3,16,3,0,0,0,9,29,15,32,2,1
431,0,0,0,24,38,0,2,21,10,1,0,0,10,26,6,12,20,0
432,0,0,0,5,20,0,0,7,1,1,0,0,3,14,26,34,11,0
435,0,0,0,90,65,0,3,58,14,2,7,5,37,77,10,19,0,16
436,0,0,0,36,58,1,0,29,6,3,1,4,73,31,2,3,0,12
438,0,0,0,125,73,0,3,99,8,4,2,6,63,66,13,14,0,10
439,0,0,0,94,54,0,0,86,6,1,1,4,55,49,5,4,0,12
440,0,0,0,42,65,0,5,32,8,4,0,3,47,39,23,7,0,8
441,0,0,0,63,64,0,8,43,3,1,2,1,37,62,25,18,0,1
442,0,0,0,41,57,0,3,30,12,1,1,8,29,41,26,12,0,2
443,0,0,0,30,30,0,8,15,3,1,0,0,26,46,42,15,0,1
444,0,0,0,66,31,0,3,54,7,0,0,0,29,47,45,16,0,3
445,0,0,0,49,40,0,4,40,4,1,1,0,32,47,23,16,1,6
446,0,0,0,31,21,0,0,33,1,1,0,1,14,59,68,61,7,2
447,0,0,0,46,58,0,1,26,3,0,2,1,16,36,33,33,7,2
448,0,0,0,23,61,0,0,20,6,0,0,2,7,41,35,26,23,2
449,0,0,0,18,50,0,0,17,8,2,1,2,19,24,8,39,14,4
450,0,0,0,12,35,0,0,19,3,0,0,0,5,12,24,42,7,0
451,0,0,0,22,29,0,0,26,1,1,0,0,5,8,20,38,3,5
452,0,0,0,24,40,0,2,18,5,0,1,2,13,27,63,35,20,3
453,0,0,0,20,29,0,1,26,0,3,0,0,11,18,5,20,15,2
454,0,0,0,5,24,0,1,5,1,8,0,0,20,16,7,9,1,5
456,0,0,0,20,32,0,2,17,3,1,0,3,5,16,10,11,8,2
457,0,0,0,9,25,0,0,10,3,0,0,0,1,28,4,13,2,0
458,0,0,0,9,35,0,1,10,0,4,0,0,2,7,5,12,0,0
459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,0,0,0,29,30,0,1,22,1,5,0,1,13,14,0,0,0,1
462,0,0,0,33,124,0,0,27,11,5,0,4,50,31,4,9,1,21
463,0,0,0,54,37,0,1,50,5,3,3,6,66,57,3,6,1,8
464,0,0,0,21,45,0,0,25,6,2,0,4,47,21,8,11,0,16
465,0,0,0,56,47,0,5,37,14,2,2,6,106,73,34,13,0,15
467,0,0,0,69,57,0,4,51,6,3,0,1,71,71,13,13,0,4
468,0,0,0,81,47,0,5,60,6,5,1,0,99,76,19,11,0,12
469,0,0,0,66,75,0,6,45,6,1,1,1,88,59,7,10,0,2
471,0,0,0,1,9,3,0,1,1,2,0,0,2,3,16,4,0,0
473,0,0,0,7,18,0,0,10,1,0,0,0,7,40,25,15,1,3
474,0,0,0,29,42,0,0,30,7,0,0,0,16,68,51,57,16,1
475,0,0,0,40,50,0,1,20,6,2,2,1,21,41,54,38,13,4
476,0,0,0,33,38,0,2,26,5,1,1,0,12,33,42,52,20,3
477,0,0,0,31,45,0,1,25,6,0,0,7,42,55,32,63,26,2
478,0,0,0,36,39,0,0,20,15,0,1,5,30,37,27,32,26,7
479,0,0,0,26,23,0,0,26,4,1,2,2,13,21,54,64,13,0
480,0,0,0,22,18,0,0,19,1,1,1,1,14,29,28,36,4,1
481,0,0,0,23,27,0,9,15,1,0,0,5,14,21,20,27,3,2
482,0,0,0,16,39,0,4,15,0,6,1,0,7,6,10,9,6,0
483,0,0,0,33,39,0,1,29,3,0,0,0,4,12,14,13,8,2
484,0,0,0,18,50,0,1,25,0,0,0,0,9,24,11,27,0,1
485,0,0,0,10,31,0,5,12,0,0,0,0,1,12,1,7,3,0
486,0,0,0,9,20,0,0,10,1,1,2,0,0,16,8,15,0,0
487,0,0,0,22,81,0,1,21,5,15,3,5,66,21,18,1,1,23
488,0,0,0,7,37,0,1,10,1,0,2,3,21,8,3,6,0,8
489,0,0,0,26,11,1,3,16,1,0,0,3,20,12,5,3,0,8
490,0,0,0,17,64,0,0,27,10,4,0,1,23,29,29,18,0,14
492,0,0,0,54,82,0,1,43,2,2,1,0,39,42,14,3,2,11
493,0,0,0,39,52,0,2,30,12,0,0,1,45,39,28,10,2,7
495,0,0,0,57,81,0,1,43,7,3,8,3,23,38,15,7,33,6
496,0,0,0,27,47,0,0,26,4,0,0,2,6,18,26,160,7,3
498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,4,21,0,0,8,1,1,0,0,2,13,7,20,1,0
500,0,0,0,12,33,2,1,13,1,2,0,0,4,11,11,28,2,2
501,0,0,0,51,42,0,1,38,2,1,1,3,15,52,19,39,8,2
503,0,0,0,11,23,0,1,8,1,1,0,1,6,18,12,17,5,3
504,0,0,0,72,42,0,8,61,4,0,8,6,13,27,50,27,17,2
506,0,0,0,39,28,0,2,36,2,3,0,1,11,30,33,33,3,0
507,0,0,0,35,20,0,3,31,1,1,2,1,6,13,7,11,8,0
508,0,0,0,28,19,0,0,35,5,0,0,0,5,19,9,23,5,1
509,0,0,0,29,16,0,0,24,2,2,1,0,13,20,4,25,6,1
510,0,0,0,10,25,0,0,19,0,0,0,0,13,30,16,27,5,40
511,0,0,0,13,13,0,0,20,0,0,0,0,2,9,23,29,5,0
513,0,0,0,15,27,6,0,3,4,9,4,5,37,9,1,1,0,11
514,0,0,0,47,62,0,2,44,16,11,2,2,32,39,25,17,0,7
516,0,0,0,15,50,1,0,11,18,4,1,2,14,31,4,11,0,29
518,0,0,0,37,67,0,0,31,9,0,3,2,18,40,19,5,8,11
519,0,0,0,39,54,0,4,31,6,4,1,2,18,44,8,10,17,5
520,0,0,0,21,25,0,0,21,4,1,2,4,6,24,3,12,4,4
521,0,0,0,20,18,0,0,22,1,3,0,3,3,14,4,20,3,2
522,0,0,0,14,24,0,1,13,2,2,2,1,11,26,13,30,10,5
523,0,0,0,11,33,0,0,8,3,1,3,2,5,10,4,17,0,2
524,0,0,0,9,15,0,0,10,1,2,0,118,0,5,4,20,1,4
525,0,0,0,6,18,0,0,12,1,1,0,1,2,6,3,9,5,2
527,0,0,0,17,43,0,0,18,5,5,0,2,18,21,40,15,7,1
528,0,0,0,25,52,0,1,18,0,1,0,1,12,18,11,0,4,3
529,0,0,0,24,76,0,0,9,13,0,3,1,17,16,0,1,41,0
530,0,0,0,64,33,0,0,60,9,3,0,1,16,42,30,25,11,1
532,0,0,0,28,14,0,2,27,0,2,0,0,9,23,12,19,1,0
533,0,0,0,14,32,0,0,19,0,2,0,0,8,12,14,15,2,0
534,0,0,0,20,28,0,0,24,0,3,1,1,2,23,24,27,5,1
535,0,0,0,4,27,0,1,7,0,0,0,0,0,3,5,13,2,0
538,0,0,0,72,46,1,0,46,19,12,3,7,71,34,5,11,3,23
539,0,0,0,10,35,0,0,2,0,12,0,1,11,19,1,1,0,9
541,0,0,0,40,53,0,3,28,3,0,2,4,40,49,11,27,0,14
542,0,0,0,28,52,0,0,19,7,0,0,4,16,25,12,6,0,22
543,0,0,0,13,22,0,0,8,2,0,1,4,4,1,13,5,0,1
545,0,0,0,34,39,1,0,25,1,1,0,5,6,38,30,65,8,1
546,0,0,0,12,15,0,0,16,3,0,0,0,8,11,3,14,2,0
547,0,0,0,10,19,0,1,7,5,2,0,0,16,21,3,19,7,1
548,0,0,0,12,22,0,0,10,2,0,0,0,16,11,1,13,10,0
549,0,0,0,5,27,0,0,3,6,1,3,1,7,9,7,29,11,0
550,0,0,0,7,32,0,0,6,1,0,1,4,7,12,1,7,11,0
551,0,0,0,13,12,0,0,8,3,1,2,2,8,8,0,1,13,7
552,0,0,0,6,37,0,0,6,1,1,0,0,6,7,0,0,15,3
553,0,0,0,8,56,0,0,14,1,0,0,3,9,11,1,6,7,1
554,0,0,0,16,25,0,0,19,1,1,0,1,7,15,6,8,5,0
555,0,0,0,18,31,0,4,17,5,1,0,0,16,14,6,4,9,2
556,0,0,0,15,43,0,2,16,0,0,0,1,17,17,2,1,5,1
557,0,0,0,9,25,0,1,5,2,2,1,0,8,12,7,14,4,0
558,0,0,0,13,33,0,0,11,1,0,0,0,9,16,24,19,4,1
559,0,0,0,13,37,0,0,16,0,1,2,1,4,17,11,22,2,2
560,0,0,0,16,31,0,0,16,1,0,0,0,7,39,49,50,3,1
561,0,0,0,5,34,0,0,9,3,0,0,0,3,21,13,6,11,1
562,0,0,0,84,38,0,1,60,25,4,3,12,116,65,2,10,2,43
563,0,0,0,96,29,0,0,64,19,8,3,12,127,80,1,1,0,33
564,0,0,0,35,4,0,2,23,18,16,2,4,80,42,8,13,0,21
565,0,0,0,26,6,0,0,16,7,2,1,10,40,39,3,3,0,17
566,0,0,0,39,53,1,1,27,13,12,1,4,36,17,6,22,1,15
568,0,0,0,4,14,0,0,4,0,0,0,3,1,6,15,30,2,3
569,0,0,0,20,51,0,2,15,7,2,0,1,17,13,18,37,12,1
570,0,0,0,16,20,0,0,20,12,2,2,2,6,4,7,37,5,1
571,0,0,0,8,29,0,0,7,0,0,0,0,10,12,4,26,6,2
572,0,0,0,6,40,0,0,9,9,1,1,0,13,11,5,47,17,0
573,0,0,0,11,30,0,0,9,4,1,1,0,10,14,3,13,7,3
574,0,0,0,11,29,1,0,15,3,4,1,1,15,20,2,1,22,56
575,0,0,0,10,33,0,2,9,1,1,0,1,5,37,5,6,13,5
576,0,0,0,2,22,0,0,4,0,6,0,0,1,0,2,12,4,0
577,0,0,0,16,25,1,0,18,3,3,0,4,6,18,3,14,14,5
578,0,0,0,19,24,0,1,16,3,0,4,0,7,12,1,12,13,1
579,0,0,0,15,24,0,0,14,0,0,1,1,5,27,3,3,9,1
580,0,0,0,8,26,0,0,8,2,1,3,1,9,6,4,15,16,2
581,0,0,0,4,22,0,0,10,0,0,0,0,1,6,2,6,4,0
582,0,0,0,11,41,0,0,13,1,1,0,0,0,17,3,14,4,0
583,0,0,0,18,35,0,0,19,5,2,1,4,8,26,6,29,4,3
584,0,0,0,16,39,0,0,16,11,0,0,1,1,14,15,42,3,2
585,0,0,0,4,34,0,0,7,1,2,0,1,1,12,3,11,11,0
586,0,0,0,64,40,5,0,54,32,12,2,4,144,59,2,15,1,54
588,0,0,0,49,3,2,1,38,21,8,2,7,81,44,4,9,1,38
589,0,0,0,29,40,0,0,11,9,7,6,4,54,41,5,7,0,31
590,0,0,0,20,58,0,0,14,4,0,3,6,22,17,16,4,0,10
593,0,0,0,10,17,0,0,6,0,0,0,2,0,5,2,29,0,0
594,0,0,0,2,12,0,0,3,4,0,0,1,2,9,3,18,3,1
596,0,0,0,12,52,1,0,16,1,2,3,0,9,25,18,17,10,1
597,0,0,0,12,49,0,1,14,5,1,0,0,5,19,7,14,9,0
599,0,0,0,40,52,3,1,31,20,1,1,1,14,49,2,5,21,8
601,0,0,0,5,10,0,0,5,1,1,0,0,2,4,0,2,2,0
602,0,0,0,13,41,1,0,17,2,0,1,0,9,10,8,3,5,1
603,0,0,0,9,25,1,0,9,1,0,1,0,5,11,1,31,18,0
604,0,0,0,10,41,0,0,16,0,0,1,1,15,12,3,17,16,2
605,0,0,0,13,50,0,0,15,1,1,0,1,14,13,1,25,17,2
606,0,0,0,1,41,0,0,2,0,0,0,0,3,4,0,8,0,1
607,0,0,0,6,15,0,0,7,0,0,1,0,0,2,0,1,4,1
608,0,0,0,10,30,0,0,15,1,1,1,0,8,5,2,7,6,0
609,0,0,0,3,59,0,0,5,0,0,0,0,2,10,13,14,6,0
610,0,0,0,4,30,0,0,6,0,2,3,1,3,11,2,15,5,1
611,0,0,0,8,48,0,0,10,2,0,0,1,6,5,6,28,10,1
612,0,0,0,3,28,0,0,0,2,0,2,0,4,8,11,37,5,0
613,0,0,0,89,20,2,0,75,16,13,3,10,150,64,0,2,0,39
614,0,0,0,50,5,0,0,37,20,3,2,8,69,45,4,2,0,35
615,0,0,0,38,3,1,0,25,9,20,3,7,66,45,1,4,1,68
616,0,0,0,5,18,1,0,1,2,8,4,5,36,11,3,9,15,11
617,0,0,0,9,18,0,0,4,4,0,1,1,4,6,2,5,6,1
618,0,0,0,5,16,0,0,4,5,0,0,0,7,6,14,11,10,6
619,0,0,0,15,44,0,0,16,1,10,1,1,11,19,4,5,28,1
620,0,0,0,17,41,0,0,13,9,0,0,0,8,11,6,7,13,1
621,0,0,0,8,29,2,0,6,2,3,2,0,15,12,4,29,8,0
622,0,0,0,32,39,0,1,26,7,3,2,6,13,19,15,19,9,13
623,0,0,0,30,45,0,1,17,7,1,0,1,21,23,13,5,26,2
624,0,0,0,27,38,0,1,21,5,1,0,1,20,23,0,3,23,3
625,0,0,0,23,33,0,0,24,3,0,0,4,21,18,22,8,30,5
626,0,0,0,15,39,2,0,14,0,3,1,1,4,24,24,9,8,2
627,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
628,0,0,0,2,12,0,1,4,0,0,0,1,3,12,4,20,18,0
629,0,0,0,20,23,1,0,17,4,1,0,0,6,20,7,17,31,1
630,0,0,0,7,20,0,0,11,0,0,0,1,6,9,10,22,14,1
631,0,0,0,7,23,0,0,8,0,0,0,0,11,6,2,11,8,2
632,0,0,0,6,27,0,0,4,1,2,1,1,6,2,3,12,10,0
633,0,0,0,2,31,0,0,8,0,3,0,0,1,2,2,14,0,1
634,0,0,0,3,34,0,0,5,1,0,0,0,3,0,0,6,6,1
635,0,0,0,1,25,1,0,1,0,4,0,0,3,6,2,6,4,2
636,0,0,0,2,13,0,0,2,1,0,1,0,1,2,1,3,2,0
637,0,0,0,3,8,0,0,2,0,1,1,0,0,2,0,4,0,0
638,0,0,0,11,49,0,0,9,2,0,2,0,3,11,1,9,13,0
639,0,0,0,5,42,0,0,8,3,1,2,1,2,11,0,24,12,3
640,0,0,0,42,0,1,1,33,6,4,2,8,46,55,3,4,1,35
641,0,0,0,61,3,0,0,42,19,0,1,16,128,48,3,4,0,77
642,0,0,0,38,3,0,0,31,19,2,0,4,67,54,1,2,0,31
643,0,0,0,7,0,1,0,3,3,4,2,4,31,9,2,3,0,31
644,0,0,0,19,23,2,5,16,2,4,3,4,28,23,13,29,48,5
645,0,0,0,12,21,0,0,9,1,1,5,4,33,15,8,4,18,5
646,0,0,0,13,22,0,0,10,7,2,0,1,10,16,9,2,13,5
647,0,0,0,28,34,1,0,22,3,6,4,2,13,24,7,10,13,4
649,0,0,0,40,38,2,0,32,14,0,0,0,23,65,2,5,32,7
650,0,0,0,23,40,0,0,21,12,0,1,0,22,20,2,10,22,8
651,0,0,0,28,43,0,0,24,4,0,1,0,14,28,6,8,30,4
652,0,0,0,28,47,1,1,19,7,1,1,0,9,33,25,8,31,3
653,0,0,0,7,10,2,0,4,2,2,1,0,1,8,13,5,22,3
654,0,0,0,1,7,0,0,2,1,0,0,0,0,3,0,0,2,1
655,0,0,0,14,20,0,0,9,0,0,5,0,5,13,1,2,16,1
656,0,0,0,16,26,4,0,11,3,2,1,1,16,21,5,11,13,3
657,0,0,0,2,11,0,0,1,0,1,0,1,6,4,2,3,4,0
658,0,0,0,11,26,0,0,10,1,0,2,1,3,12,1,9,3,2
659,0,0,0,1,68,0,0,6,1,2,0,0,4,4,6,5,4,2
660,0,0,0,14,14,0,0,14,5,1,1,0,0,12,0,10,7,0
661,0,0,0,4,28,0,0,8,1,2,2,1,4,1,1,13,8,0
662,0,0,0,4,48,0,0,3,5,0,2,1,3,3,2,11,3,0
663,0,0,0,1,23,0,0,0,0,1,0,0,5,1,2,8,13,2
664,0,0,0,1,3,0,0,1,1,0,0,1,0,1,1,3,1,0
665,0,0,0,3,28,0,0,7,4,0,0,1,2,17,1,8,5,0
666,0,0,0,7,49,0,0,7,0,0,7,3,6,7,5,10,18,1
667,0,0,0,12,0,0,0,6,4,1,1,6,45,10,0,2,0,15
668,0,0,0,45,1,0,1,30,25,0,4,8,68,20,2,7,0,52
669,0,0,0,17,2,0,0,9,9,2,5,10,47,9,0,1,0,25
671,0,0,0,11,21,0,0,4,2,5,1,8,5,6,5,4,15,3
672,0,0,0,20,36,0,0,10,5,1,3,2,21,24,50,11,17,4
673,0,0,0,25,33,0,0,16,9,2,2,2,13,22,71,11,28,5
674,0,0,0,25,44,0,0,21,19,2,0,3,20,23,23,16,21,3
675,0,0,0,20,40,5,0,26,3,0,1,0,5,24,49,43,9,1
676,0,0,0,16,66,0,0,15,2,0,3,2,3,24,5,13,14,1
677,0,0,0,22,68,0,0,16,6,3,0,2,27,32,5,9,14,3
678,0,0,0,16,40,0,1,19,1,2,2,0,17,20,6,6,21,3
679,0,0,0,41,32,0,2,25,11,0,0,5,22,39,18,7,25,4
680,0,0,0,5,26,1,0,5,2,1,0,0,6,4,3,1,3,1
682,0,0,0,54,44,1,3,37,27,7,1,1,35,60,1,1,71,15
683,0,0,0,20,30,0,3,20,5,0,0,2,19,27,2,5,23,2
684,0,0,0,5,24,0,0,16,1,0,0,0,29,21,6,30,17,0
685,0,0,0,6,35,0,0,5,3,0,0,1,10,8,0,19,15,1
686,0,0,0,13,32,0,1,9,1,0,1,2,8,18,2,12,15,1
687,0,0,0,15,22,0,0,13,1,0,1,2,7,12,2,14,25,1
688,0,0,0,13,28,0,0,12,3,1,2,1,12,14,2,4,8,1
689,0,0,0,9,17,1,0,7,0,1,1,0,10,11,3,6,7,0
690,0,0,0,1,12,0,0,0,2,0,0,0,1,4,0,1,2,0
691,0,0,0,2,13,0,0,1,0,3,0,0,2,0,4,7,6,4
692,0,0,0,6,8,0,0,6,0,0,1,0,1,8,2,3,0,0
693,0,0,0,1,1,0,0,2,2,0,0,0,0,2,0,6,4,0
694,0,0,0,2,0,0,0,0,1,0,0,2,3,3,1,0,0,4
695,0,0,0,105,1,1,0,65,33,8,4,13,75,76,9,11,0,103
696,0,0,0,31,8,7,0,19,13,6,5,14,60,26,1,2,1,53
697,0,0,0,27,6,7,0,11,16,8,2,9,66,21,0,1,0,22
699,0,0,0,7,0,0,0,0,1,0,2,3,6,2,4,2,3,3
700,0,0,0,15,34,1,2,15,3,3,1,5,14,19,29,28,46,12
701,0,0,0,21,35,0,1,16,6,1,1,1,27,30,3,9,37,17
702,0,0,0,44,52,0,2,29,7,1,1,0,33,42,5,18,49,7
703,0,0,0,20,42,0,1,13,4,0,1,1,7,17,20,41,10,3
704,0,0,0,12,54,0,0,13,2,1,1,0,9,16,10,1,5,4
705,0,0,0,25,83,1,0,25,1,2,1,2,4,22,11,12,12,2
706,0,0,0,26,76,0,0,26,4,2,0,0,7,21,14,9,16,0
707,0,0,0,9,29,1,0,14,0,3,1,0,0,7,5,7,6,0
708,0,0,0,12,12,0,1,9,0,0,2,3,6,6,18,2,1,2
709,0,0,0,24,34,0,0,16,5,1,0,2,26,26,0,2,37,6
710,0,0,0,16,20,0,0,13,1,1,0,0,17,20,0,1,40,3
711,0,0,0,9,32,0,2,8,3,1,0,1,13,8,5,5,27,1
712,0,0,0,6,30,0,0,12,0,1,2,2,6,16,0,12,6,0
713,0,0,0,7,23,0,1,15,5,1,0,0,10,16,1,18,12,3
714,0,0,0,14,28,0,0,11,15,0,2,3,4,10,1,13,15,3
715,0,0,0,4,25,0,1,12,1,0,0,0,14,5,3,6,13,4
716,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,0
717,0,0,0,11,21,0,2,7,0,1,2,0,6,7,6,1,12,2
718,0,0,0,6,20,0,0,5,1,3,1,0,7,4,0,3,11,0
719,0,0,0,4,13,0,0,6,0,1,0,0,5,3,3,2,2,0
720,0,0,0,15,1,0,1,9,4,12,2,5,35,23,0,7,0,17
721,0,0,0,22,4,0,0,16,6,5,3,7,22,16,0,3,0,30
722,0,0,0,5,2,3,0,2,2,2,0,1,14,6,0,0,0,8
723,0,0,0,54,7,0,0,30,38,1,3,12,55,70,3,14,0,58
725,0,0,0,30,64,0,1,26,3,9,2,2,47,35,10,27,25,12
726,0,0,0,21,34,0,0,17,5,3,0,1,32,34,6,12,38,1
727,0,0,0,11,62,0,0,20,5,1,1,2,30,22,11,9,17,13
728,0,0,0,12,60,0,0,15,3,3,0,0,4,6,9,11,16,0
729,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
730,0,0,0,7,14,0,1,5,1,1,0,0,4,8,1,0,2,0
731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,0,0,0,13,25,0,0,12,2,1,0,1,4,13,1,2,13,0
734,0,0,0,23,40,0,0,29,0,1,0,1,10,12,7,6,6,1
735,0,0,0,6,20,0,0,8,2,3,0,0,6,6,0,6,8,0
736,0,0,0,6,26,0,1,11,0,0,0,1,7,15,2,12,11,3
737,0,0,0,7,35,0,0,12,0,1,0,0,2,11,4,22,2,0
738,0,0,0,3,19,0,0,3,0,6,1,1,2,6,0,6,4,0
739,0,0,0,1,8,0,0,0,0,0,0,0,2,0,0,0,3,0
740,0,0,0,1,11,0,0,3,1,2,0,0,0,0,1,2,7,0
741,0,0,0,5,15,0,1,12,4,2,0,2,13,12,1,11,13,1
742,0,0,0,65,4,0,0,47,30,8,1,5,99,71,3,8,1,74
743,0,0,0,9,0,5,0,8,4,3,1,3,10,5,0,0,0,6
744,0,0,0,31,12,5,0,22,12,3,2,3,52,42,3,4,0,29
745,0,0,0,37,0,0,0,25,12,2,1,10,66,66,1,3,1,44
746,0,0,0,17,36,0,0,17,3,1,4,6,5,15,11,12,10,5
747,0,0,0,12,36,0,0,10,3,1,0,1,4,5,10,9,11,4
748,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,5,4,1
749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,0,0,0,10,17,0,2,11,3,2,0,0,10,26,20,48,21,6
751,0,0,0,14,7,0,0,12,0,0,0,0,1,5,0,16,2,0
752,0,0,0,9,26,0,0,12,2,1,0,0,9,15,5,32,17,0
753,0,0,0,8,45,0,0,7,0,0,0,0,4,6,6,9,5,0
754,0,0,0,7,62,0,0,7,2,5,1,0,2,1,3,12,12,0
